bpmag-Gmag,bpmag-rpmag,bpmag-Jmag,bpmag-Hmag,bpmag-Kmag,bpmag-W1mag,bpmag-W2mag,Gmag-rpmag,Gmag-Jmag,Gmag-Hmag,Gmag-Kmag,Gmag-W1mag,Gmag-W2mag,rpmag-Jmag,rpmag-Hmag,rpmag-Kmag,rpmag-W1mag,rpmag-W2mag,Jmag-Hmag,Jmag-Kmag,Jmag-W1mag,Jmag-W2mag,Hmag-Kmag,Hmag-W1mag,Hmag-W2mag,Kmag-W1mag,Kmag-W2mag,W1mag-W2mag,class
1.4777,2.6928,4.6878,5.7668,6.3438,7.2998,7.7268,1.2151,3.2101,4.2891,4.8661,5.8221,6.2491,1.9950,3.0740,3.6510,4.6070,5.0340,1.0790,1.6560,2.6120,3.0390,0.5770,1.5330,1.9600,0.9560,1.3830,0.4270,Y
2.5390,4.1050,7.9707,9.6247,10.6147,11.6627,12.4467,1.5660,5.4317,7.0857,8.0757,9.1237,9.9077,3.8657,5.5197,6.5097,7.5577,8.3417,1.6540,2.6440,3.6920,4.4760,0.9900,2.0380,2.8220,1.0480,1.8320,0.7840,Y
2.0868,3.4750,5.7668,6.7228,6.9418,7.3698,7.8368,1.3882,3.6800,4.6360,4.8550,5.2830,5.7500,2.2918,3.2478,3.4668,3.8948,4.3618,0.9560,1.1750,1.6030,2.0700,0.2190,0.6470,1.1140,0.4280,0.8950,0.4670,Y
1.4874,2.8024,5.0232,5.8042,6.1362,6.5612,6.9242,1.3150,3.5358,4.3168,4.6488,5.0738,5.4368,2.2208,3.0018,3.3338,3.7588,4.1218,0.7810,1.1130,1.5380,1.9010,0.3320,0.7570,1.1200,0.4250,0.7880,0.3630,Y
1.6890,3.0049,5.7369,7.0869,7.9519,9.1789,9.7349,1.3160,4.0480,5.3980,6.2630,7.4900,8.0460,2.7320,4.0820,4.9470,6.1740,6.7300,1.3500,2.2150,3.4420,3.9980,0.8650,2.0920,2.6480,1.2270,1.7830,0.5560,Y
1.9813,3.3703,6.0688,7.1868,7.7058,8.5308,9.0338,1.3890,4.0875,5.2055,5.7245,6.5495,7.0525,2.6985,3.8165,4.3355,5.1605,5.6635,1.1180,1.6370,2.4620,2.9650,0.5190,1.3440,1.8470,0.8250,1.3280,0.5030,Y
1.5105,2.6875,4.7141,5.4411,5.8381,6.2821,5.8761,1.1769,3.2035,3.9305,4.3275,4.7715,4.3655,2.0266,2.7536,3.1506,3.5946,3.1886,0.7270,1.1240,1.5680,1.1620,0.3970,0.8410,0.4350,0.4440,0.0380,-0.4060,Y
1.5033,2.7065,4.9039,5.9119,6.3639,7.0289,7.7099,1.2032,3.4006,4.4086,4.8606,5.5256,6.2066,2.1973,3.2053,3.6573,4.3223,5.0033,1.0080,1.4600,2.1250,2.8060,0.4520,1.1170,1.7980,0.6650,1.3460,0.6810,Y
1.6027,3.0204,5.4897,6.6297,7.2187,7.8227,8.7847,1.4177,3.8871,5.0271,5.6161,6.2201,7.1821,2.4694,3.6094,4.1984,4.8024,5.7644,1.1400,1.7290,2.3330,3.2950,0.5890,1.1930,2.1550,0.6040,1.5660,0.9620,Y
1.8408,3.1200,5.5410,6.6960,7.2160,7.8070,8.0810,1.2792,3.7002,4.8552,5.3752,5.9662,6.2402,2.4210,3.5760,4.0960,4.6870,4.9610,1.1550,1.6750,2.2660,2.5400,0.5200,1.1110,1.3850,0.5910,0.8650,0.2740,Y
1.2227,2.6009,5.3088,6.8328,8.2558,9.5138,9.0678,1.3782,4.0861,5.6101,7.0331,8.2911,7.8451,2.7079,4.2319,5.6549,6.9129,6.4669,1.5240,2.9470,4.2050,3.7590,1.4230,2.6810,2.2350,1.2580,0.8120,-0.4460,Y
1.3251,2.4713,4.3694,5.0744,5.8444,6.3114,5.8424,1.1463,3.0444,3.7494,4.5194,4.9864,4.5174,1.8981,2.6031,3.3731,3.8401,3.3711,0.7050,1.4750,1.9420,1.4730,0.7700,1.2370,0.7680,0.4670,-0.0020,-0.4690,Y
1.6808,2.9699,5.2335,6.0945,6.4615,7.0745,7.4725,1.2891,3.5527,4.4137,4.7807,5.3937,5.7917,2.2636,3.1246,3.4916,4.1046,4.5026,0.8610,1.2280,1.8410,2.2390,0.3670,0.9800,1.3780,0.6130,1.0110,0.3980,Y
1.3746,2.6732,6.0548,7.2798,7.7318,8.6588,8.7468,1.2986,4.6802,5.9052,6.3572,7.2842,7.3722,3.3817,4.6067,5.0587,5.9857,6.0737,1.2250,1.6770,2.6040,2.6920,0.4520,1.3790,1.4670,0.9270,1.0150,0.0880,Y
1.7600,3.3904,6.8222,8.5302,9.4382,10.4142,11.2602,1.6304,5.0622,6.7702,7.6782,8.6542,9.5002,3.4318,5.1398,6.0478,7.0238,7.8698,1.7080,2.6160,3.5920,4.4380,0.9080,1.8840,2.7300,0.9760,1.8220,0.8460,Y
1.5116,2.7766,5.0586,6.1596,7.5506,9.4546,9.9236,1.2651,3.5470,4.6480,6.0390,7.9430,8.4120,2.2820,3.3830,4.7740,6.6780,7.1470,1.1010,2.4920,4.3960,4.8650,1.3910,3.2950,3.7640,1.9040,2.3730,0.4690,Y
1.7097,2.9516,5.0566,5.8926,6.2596,6.9276,7.4106,1.2419,3.3469,4.1829,4.5499,5.2179,5.7009,2.1050,2.9410,3.3080,3.9760,4.4590,0.8360,1.2030,1.8710,2.3540,0.3670,1.0350,1.5180,0.6680,1.1510,0.4830,Y
1.2541,2.7696,5.5557,6.6877,7.7387,8.8167,9.4627,1.5154,4.3016,5.4336,6.4846,7.5626,8.2086,2.7862,3.9182,4.9692,6.0472,6.6932,1.1320,2.1830,3.2610,3.9070,1.0510,2.1290,2.7750,1.0780,1.7240,0.6460,Y
1.8452,3.2105,5.1939,6.2439,6.7039,7.5079,8.1159,1.3654,3.3488,4.3988,4.8588,5.6628,6.2708,1.9834,3.0334,3.4934,4.2974,4.9054,1.0500,1.5100,2.3140,2.9220,0.4600,1.2640,1.8720,0.8040,1.4120,0.6080,Y
1.1224,2.7441,6.7061,8.5041,9.2781,9.7371,9.9281,1.6216,5.5836,7.3816,8.1556,8.6146,8.8056,3.9620,5.7600,6.5340,6.9930,7.1840,1.7980,2.5720,3.0310,3.2220,0.7740,1.2330,1.4240,0.4590,0.6500,0.1910,Y
3.0295,4.6020,8.8454,10.7924,11.9524,12.8874,13.5954,1.5725,5.8159,7.7629,8.9229,9.8579,10.5659,4.2434,6.1904,7.3504,8.2854,8.9934,1.9470,3.1070,4.0420,4.7500,1.1600,2.0950,2.8030,0.9350,1.6430,0.7080,Y
2.1349,3.6767,6.8191,8.2211,8.8801,10.1231,10.6551,1.5418,4.6842,6.0862,6.7452,7.9882,8.5202,3.1424,4.5444,5.2034,6.4464,6.9784,1.4020,2.0610,3.3040,3.8360,0.6590,1.9020,2.4340,1.2430,1.7750,0.5320,Y
1.3717,2.6080,5.6645,7.7065,9.3005,11.2685,12.2095,1.2363,4.2928,6.3348,7.9288,9.8968,10.8378,3.0565,5.0985,6.6925,8.6605,9.6015,2.0420,3.6360,5.6040,6.5450,1.5940,3.5620,4.5030,1.9680,2.9090,0.9410,Y
2.7592,4.5495,8.3558,9.8538,10.5478,10.9248,11.1878,1.7902,5.5965,7.0945,7.7885,8.1655,8.4285,3.8063,5.3043,5.9983,6.3753,6.6383,1.4980,2.1920,2.5690,2.8320,0.6940,1.0710,1.3340,0.3770,0.6400,0.2630,Y
1.4740,3.0153,6.6067,7.8907,8.7877,9.8827,10.6017,1.5413,5.1327,6.4167,7.3137,8.4087,9.1277,3.5914,4.8754,5.7724,6.8674,7.5864,1.2840,2.1810,3.2760,3.9950,0.8970,1.9920,2.7110,1.0950,1.8140,0.7190,Y
3.9619,5.7642,10.9303,12.9383,13.8863,14.5323,14.7903,1.8023,6.9684,8.9764,9.9244,10.5704,10.8284,5.1661,7.1741,8.1221,8.7681,9.0261,2.0080,2.9560,3.6020,3.8600,0.9480,1.5940,1.8520,0.6460,0.9040,0.2580,Y
1.6581,3.1638,5.9739,6.8899,7.3329,7.8889,8.3049,1.5058,4.3158,5.2318,5.6748,6.2308,6.6468,2.8100,3.7260,4.1690,4.7250,5.1410,0.9160,1.3590,1.9150,2.3310,0.4430,0.9990,1.4150,0.5560,0.9720,0.4160,Y
1.2614,2.7808,5.9916,7.0056,7.6176,8.2626,8.7456,1.5194,4.7302,5.7442,6.3562,7.0012,7.4842,3.2108,4.2248,4.8368,5.4818,5.9648,1.0140,1.6260,2.2710,2.7540,0.6120,1.2570,1.7400,0.6450,1.1280,0.4830,Y
1.7958,3.2152,5.8049,6.7369,7.0709,7.3889,7.2809,1.4194,4.0091,4.9411,5.2751,5.5931,5.4851,2.5897,3.5217,3.8557,4.1737,4.0657,0.9320,1.2660,1.5840,1.4760,0.3340,0.6520,0.5440,0.3180,0.2100,-0.1080,Y
1.7721,3.0211,5.2779,6.0699,6.4799,7.4709,7.3439,1.2490,3.5058,4.2978,4.7078,5.6988,5.5718,2.2568,3.0488,3.4588,4.4498,4.3228,0.7920,1.2020,2.1930,2.0660,0.4100,1.4010,1.2740,0.9910,0.8640,-0.1270,Y
1.6804,3.2816,6.3298,7.2978,8.1208,9.2738,9.5858,1.6013,4.6494,5.6174,6.4404,7.5934,7.9054,3.0482,4.0162,4.8392,5.9922,6.3042,0.9680,1.7910,2.9440,3.2560,0.8230,1.9760,2.2880,1.1530,1.4650,0.3120,Y
1.2117,2.3016,4.0675,4.8345,5.1835,5.5545,5.6585,1.0900,2.8559,3.6229,3.9719,4.3429,4.4469,1.7659,2.5329,2.8819,3.2529,3.3569,0.7670,1.1160,1.4870,1.5910,0.3490,0.7200,0.8240,0.3710,0.4750,0.1040,Y
1.0761,2.1033,3.6544,4.2954,4.6714,5.1064,4.8954,1.0272,2.5784,3.2194,3.5954,4.0304,3.8194,1.5512,2.1922,2.5682,3.0032,2.7922,0.6410,1.0170,1.4520,1.2410,0.3760,0.8110,0.6000,0.4350,0.2240,-0.2110,Y
1.6990,3.0207,5.5136,6.8636,7.5836,8.6246,9.5556,1.3217,3.8146,5.1646,5.8846,6.9256,7.8566,2.4929,3.8429,4.5629,5.6039,6.5349,1.3500,2.0700,3.1110,4.0420,0.7200,1.7610,2.6920,1.0410,1.9720,0.9310,Y
1.4288,2.6290,5.3530,6.8170,8.2040,9.2710,9.5140,1.2001,3.9241,5.3881,6.7751,7.8421,8.0851,2.7240,4.1880,5.5750,6.6420,6.8850,1.4640,2.8510,3.9180,4.1610,1.3870,2.4540,2.6970,1.0670,1.3100,0.2430,Y
2.2116,3.5885,6.2510,7.4140,7.9090,8.2470,8.5600,1.3768,4.0394,5.2024,5.6974,6.0354,6.3484,2.6626,3.8256,4.3206,4.6586,4.9716,1.1630,1.6580,1.9960,2.3090,0.4950,0.8330,1.1460,0.3380,0.6510,0.3130,Y
2.6627,4.1199,7.4227,8.7747,9.4117,10.1827,10.7477,1.4572,4.7600,6.1120,6.7490,7.5200,8.0850,3.3028,4.6548,5.2918,6.0628,6.6278,1.3520,1.9890,2.7600,3.3250,0.6370,1.4080,1.9730,0.7710,1.3360,0.5650,Y
2.0670,3.6645,7.4012,9.0262,9.6812,9.9853,10.3662,1.5975,5.3342,6.9592,7.6142,7.9182,8.2992,3.7367,5.3617,6.0167,6.3207,6.7017,1.6250,2.2800,2.5840,2.9650,0.6550,0.9590,1.3400,0.3040,0.6850,0.3810,Y
1.4810,2.7724,4.5835,5.9245,6.9605,8.2665,8.9335,1.2914,3.1024,4.4434,5.4794,6.7854,7.4524,1.8111,3.1521,4.1881,5.4941,6.1611,1.3410,2.3770,3.6830,4.3500,1.0360,2.3420,3.0090,1.3060,1.9730,0.6670,Y
2.0646,3.4261,6.2218,7.5138,8.5218,9.5458,10.2268,1.3615,4.1572,5.4492,6.4572,7.4812,8.1622,2.7957,4.0877,5.0957,6.1197,6.8007,1.2920,2.3000,3.3240,4.0050,1.0080,2.0320,2.7130,1.0240,1.7050,0.6810,Y
2.4025,3.9093,6.7331,7.8921,8.3761,8.6411,8.9541,1.5068,4.3306,5.4896,5.9736,6.2386,6.5516,2.8238,3.9828,4.4668,4.7318,5.0448,1.1590,1.6430,1.9080,2.2210,0.4840,0.7490,1.0620,0.2650,0.5780,0.3130,Y
1.8118,3.1017,5.2395,6.4535,7.0435,8.0685,8.8495,1.2899,3.4277,4.6417,5.2317,6.2567,7.0377,2.1378,3.3518,3.9418,4.9668,5.7478,1.2140,1.8040,2.8290,3.6100,0.5900,1.6150,2.3960,1.0250,1.8060,0.7810,Y
1.6528,2.9359,4.9459,5.7529,6.1069,6.7909,7.2829,1.2831,3.2931,4.1001,4.4541,5.1381,5.6301,2.0100,2.8170,3.1710,3.8550,4.3470,0.8070,1.1610,1.8450,2.3370,0.3540,1.0380,1.5300,0.6840,1.1760,0.4920,Y
1.9509,3.2792,5.3253,6.0673,6.4923,7.1203,7.6523,1.3282,3.3743,4.1163,4.5413,5.1693,5.7013,2.0461,2.7881,3.2131,3.8411,4.3731,0.7420,1.1670,1.7950,2.3270,0.4250,1.0530,1.5850,0.6280,1.1600,0.5320,Y
2.1308,3.5424,6.1345,7.3105,7.8645,8.2965,8.6125,1.4115,4.0036,5.1796,5.7336,6.1656,6.4816,2.5921,3.7681,4.3221,4.7541,5.0701,1.1760,1.7300,2.1620,2.4780,0.5540,0.9860,1.3020,0.4320,0.7480,0.3160,Y
0.6146,1.8391,4.1970,5.7550,6.5390,7.3890,8.0950,1.2245,3.5824,5.1404,5.9244,6.7744,7.4804,2.3579,3.9159,4.6999,5.5499,6.2559,1.5580,2.3420,3.1920,3.8980,0.7840,1.6340,2.3400,0.8500,1.5560,0.7060,Y
1.2904,2.5294,4.5904,5.7084,6.4494,7.5234,8.1234,1.2390,3.3000,4.4180,5.1590,6.2330,6.8330,2.0609,3.1789,3.9199,4.9939,5.5939,1.1180,1.8590,2.9330,3.5330,0.7410,1.8150,2.4150,1.0740,1.6740,0.6000,Y
1.5616,3.1561,4.2949,6.9509,8.3839,9.6469,10.5689,1.5945,2.7333,5.3893,6.8223,8.0853,9.0073,1.1388,3.7948,5.2278,6.4908,7.4128,2.6560,4.0890,5.3520,6.2740,1.4330,2.6960,3.6180,1.2630,2.1850,0.9220,Y
1.5238,2.8481,5.2150,6.2370,6.7890,7.6670,8.6930,1.3242,3.6911,4.7131,5.2651,6.1431,7.1691,2.3669,3.3889,3.9409,4.8189,5.8449,1.0220,1.5740,2.4520,3.4780,0.5520,1.4300,2.4560,0.8780,1.9040,1.0260,Y
1.5681,3.0842,7.0953,8.9043,9.8293,10.6963,11.3723,1.5161,5.5272,7.3362,8.2612,9.1282,9.8042,4.0111,5.8201,6.7451,7.6121,8.2881,1.8090,2.7340,3.6010,4.2770,0.9250,1.7920,2.4680,0.8670,1.5430,0.6760,Y
2.0917,3.5128,6.1782,7.3722,7.8312,8.5632,9.1532,1.4211,4.0865,5.2805,5.7395,6.4715,7.0615,2.6654,3.8594,4.3184,5.0504,5.6404,1.1940,1.6530,2.3850,2.9750,0.4590,1.1910,1.7810,0.7320,1.3220,0.5900,Y
2.1296,3.5043,6.1369,7.3819,8.1169,8.7899,9.3409,1.3747,4.0073,5.2523,5.9873,6.6603,7.2113,2.6326,3.8776,4.6126,5.2856,5.8366,1.2450,1.9800,2.6530,3.2040,0.7350,1.4080,1.9590,0.6730,1.2240,0.5510,Y
1.6127,3.1618,6.2730,8.4830,10.0610,11.5990,12.2900,1.5491,4.6603,6.8703,8.4483,9.9863,10.6773,3.1112,5.3212,6.8992,8.4372,9.1282,2.2100,3.7880,5.3260,6.0170,1.5780,3.1160,3.8070,1.5380,2.2290,0.6910,Y
1.8052,3.0859,5.4228,6.5258,6.9278,7.8368,8.1658,1.2807,3.6176,4.7206,5.1226,6.0316,6.3606,2.3369,3.4399,3.8419,4.7509,5.0799,1.1030,1.5050,2.4140,2.7430,0.4020,1.3110,1.6400,0.9090,1.2380,0.3290,Y
1.1604,2.2339,3.9604,4.8874,5.3574,5.8244,6.2674,1.0735,2.8000,3.7270,4.1970,4.6640,5.1070,1.7265,2.6535,3.1235,3.5905,4.0335,0.9270,1.3970,1.8640,2.3070,0.4700,0.9370,1.3800,0.4670,0.9100,0.4430,Y
1.1468,2.2874,4.3865,5.6445,6.6115,7.7225,8.4455,1.1405,3.2396,4.4976,5.4646,6.5756,7.2986,2.0991,3.3571,4.3241,5.4351,6.1581,1.2580,2.2250,3.3360,4.0590,0.9670,2.0780,2.8010,1.1110,1.8340,0.7230,Y
2.2037,3.6227,6.3970,7.6470,8.2090,8.9450,9.6210,1.4190,4.1932,5.4432,6.0052,6.7412,7.4172,2.7742,4.0242,4.5862,5.3222,5.9982,1.2500,1.8120,2.5480,3.2240,0.5620,1.2980,1.9740,0.7360,1.4120,0.6760,Y
0.7665,1.6626,2.7872,3.5042,3.6462,3.8372,3.8132,0.8961,2.0207,2.7377,2.8797,3.0707,3.0467,1.1246,1.8416,1.9836,2.1746,2.1506,0.7170,0.8590,1.0500,1.0260,0.1420,0.3330,0.3090,0.1910,0.1670,-0.0240,Y
1.2734,2.4352,4.7387,5.8267,6.4257,7.2737,7.8127,1.1618,3.4654,4.5534,5.1523,6.0004,6.5393,2.3036,3.3916,3.9906,4.8386,5.3776,1.0880,1.6870,2.5350,3.0740,0.5990,1.4470,1.9860,0.8480,1.3870,0.5390,Y
2.7532,4.3134,7.3309,8.2589,8.7309,9.2349,9.8309,1.5602,4.5777,5.5057,5.9777,6.4817,7.0777,3.0176,3.9456,4.4176,4.9216,5.5176,0.9280,1.4000,1.9040,2.5000,0.4720,0.9760,1.5720,0.5040,1.1000,0.5960,Y
1.7561,3.0506,4.6776,5.9606,6.7506,7.6996,8.2906,1.2946,2.9215,4.2045,4.9945,5.9435,6.5345,1.6270,2.9100,3.7000,4.6490,5.2400,1.2830,2.0730,3.0220,3.6130,0.7900,1.7390,2.3300,0.9490,1.5400,0.5910,Y
1.6095,2.9836,5.1058,6.5508,7.5718,9.0808,9.8218,1.3741,3.4963,4.9413,5.9623,7.4713,8.2123,2.1222,3.5672,4.5882,6.0972,6.8382,1.4450,2.4660,3.9750,4.7160,1.0210,2.5300,3.2710,1.5090,2.2500,0.7410,Y
1.3586,2.8703,5.9524,6.8644,7.5584,8.0854,8.5784,1.5117,4.5938,5.5058,6.1998,6.7268,7.2198,3.0821,3.9941,4.6881,5.2151,5.7081,0.9120,1.6060,2.1330,2.6260,0.6940,1.2210,1.7140,0.5270,1.0200,0.4930,Y
2.0733,3.3971,5.7694,7.0264,7.5884,8.3554,8.5434,1.3238,3.6961,4.9531,5.5151,6.2821,6.4701,2.3723,3.6293,4.1913,4.9583,5.1463,1.2570,1.8190,2.5860,2.7740,0.5620,1.3290,1.5170,0.7670,0.9550,0.1880,Y
2.0184,3.3882,6.0843,7.2563,7.9193,8.4963,8.9453,1.3698,4.0659,5.2379,5.9009,6.4779,6.9269,2.6961,3.8681,4.5311,5.1081,5.5571,1.1720,1.8350,2.4120,2.8610,0.6630,1.2400,1.6890,0.5770,1.0260,0.4490,Y
1.0505,2.7099,5.3221,7.5821,9.3701,11.4821,12.3241,1.6594,4.2715,6.5315,8.3195,10.4315,11.2735,2.6122,4.8722,6.6602,8.7722,9.6142,2.2600,4.0480,6.1600,7.0020,1.7880,3.9000,4.7420,2.1120,2.9540,0.8420,Y
1.2438,2.3517,4.3686,5.3686,6.0076,6.6616,7.3896,1.1079,3.1248,4.1248,4.7638,5.4178,6.1458,2.0170,3.0170,3.6560,4.3100,5.0380,1.0000,1.6390,2.2930,3.0210,0.6390,1.2930,2.0210,0.6540,1.3820,0.7280,Y
1.3649,2.5557,4.7200,6.0870,7.0640,7.8050,8.5910,1.1907,3.3551,4.7221,5.6991,6.4401,7.2261,2.1643,3.5313,4.5083,5.2493,6.0353,1.3670,2.3440,3.0850,3.8710,0.9770,1.7180,2.5040,0.7410,1.5270,0.7860,Y
1.4811,2.7173,5.2791,6.6561,7.7881,9.2791,10.1741,1.2362,3.7980,5.1750,6.3070,7.7980,8.6930,2.5618,3.9388,5.0708,6.5618,7.4568,1.3770,2.5090,4.0000,4.8950,1.1320,2.6230,3.5180,1.4910,2.3860,0.8950,Y
1.5296,3.5918,5.9038,6.6988,7.0518,7.4918,8.1148,2.0622,4.3742,5.1692,5.5222,5.9622,6.5852,2.3120,3.1070,3.4600,3.9000,4.5230,0.7950,1.1480,1.5880,2.2110,0.3530,0.7930,1.4160,0.4400,1.0630,0.6230,Y
-1.5486,0.5623,3.4152,4.3922,5.1762,6.6052,7.3452,2.1109,4.9638,5.9408,6.7248,8.1538,8.8938,2.8529,3.8299,4.6139,6.0429,6.7829,0.9770,1.7610,3.1900,3.9300,0.7840,2.2130,2.9530,1.4290,2.1690,0.7400,Y
2.2217,3.5990,6.6666,8.0856,8.9836,10.2696,10.9206,1.3774,4.4449,5.8639,6.7619,8.0479,8.6989,3.0676,4.4866,5.3846,6.6706,7.3216,1.4190,2.3170,3.6030,4.2540,0.8980,2.1840,2.8350,1.2860,1.9370,0.6510,Y
1.5043,2.6853,4.6253,5.6063,6.0293,6.4063,6.7363,1.1810,3.1210,4.1020,4.5250,4.9020,5.2320,1.9400,2.9210,3.3440,3.7210,4.0510,0.9810,1.4040,1.7810,2.1110,0.4230,0.8000,1.1300,0.3770,0.7070,0.3300,Y
1.2989,2.4864,4.3967,5.2507,5.6927,6.4397,7.1517,1.1876,3.0978,3.9518,4.3938,5.1408,5.8528,1.9103,2.7643,3.2063,3.9533,4.6653,0.8540,1.2960,2.0430,2.7550,0.4420,1.1890,1.9010,0.7470,1.4590,0.7120,Y
1.7022,3.4630,6.1458,7.0268,7.4108,7.6498,7.9478,1.7607,4.4435,5.3245,5.7085,5.9475,6.2455,2.6828,3.5638,3.9478,4.1868,4.4848,0.8810,1.2650,1.5040,1.8020,0.3840,0.6230,0.9210,0.2390,0.5370,0.2980,Y
1.7752,3.0376,5.3471,6.3511,6.7931,7.3851,7.9291,1.2624,3.5719,4.5759,5.0179,5.6099,6.1539,2.3095,3.3135,3.7555,4.3475,4.8915,1.0040,1.4460,2.0380,2.5820,0.4420,1.0340,1.5780,0.5920,1.1360,0.5440,Y
1.5242,2.7140,4.7679,5.8109,6.3169,6.8879,7.1899,1.1898,3.2437,4.2867,4.7927,5.3637,5.6657,2.0539,3.0969,3.6029,4.1739,4.4759,1.0430,1.5490,2.1200,2.4220,0.5060,1.0770,1.3790,0.5710,0.8730,0.3020,Y
2.5272,4.0868,6.8995,7.9315,8.4865,9.4125,10.0205,1.5596,4.3723,5.4043,5.9593,6.8853,7.4933,2.8127,3.8447,4.3997,5.3257,5.9337,1.0320,1.5870,2.5130,3.1210,0.5550,1.4810,2.0890,0.9260,1.5340,0.6080,Y
2.2524,3.8167,6.4395,7.8705,8.6905,10.0625,10.7585,1.5643,4.1871,5.6181,6.4381,7.8101,8.5061,2.6228,4.0538,4.8738,6.2458,6.9418,1.4310,2.2510,3.6230,4.3190,0.8200,2.1920,2.8880,1.3720,2.0680,0.6960,Y
0.8691,2.3018,4.2832,5.7762,6.6952,8.0222,8.8032,1.4327,3.4141,4.9071,5.8261,7.1531,7.9341,1.9814,3.4744,4.3934,5.7204,6.5014,1.4930,2.4120,3.7390,4.5200,0.9190,2.2460,3.0270,1.3270,2.1080,0.7810,Y
2.2312,3.5915,6.2304,7.3864,7.6474,9.0884,9.4644,1.3604,3.9992,5.1552,5.4162,6.8572,7.2332,2.6388,3.7948,4.0558,5.4968,5.8728,1.1560,1.4170,2.8580,3.2340,0.2610,1.7020,2.0780,1.4410,1.8170,0.3760,Y
2.0417,3.5144,6.3053,7.2873,7.7563,7.9843,8.2523,1.4727,4.2636,5.2456,5.7146,5.9426,6.2106,2.7909,3.7729,4.2419,4.4699,4.7379,0.9820,1.4510,1.6790,1.9470,0.4690,0.6970,0.9650,0.2280,0.4960,0.2680,Y
2.4932,3.9387,6.9593,8.1583,8.8113,9.9353,10.3543,1.4455,4.4661,5.6651,6.3181,7.4421,7.8611,3.0206,4.2196,4.8726,5.9966,6.4156,1.1990,1.8520,2.9760,3.3950,0.6530,1.7770,2.1960,1.1240,1.5430,0.4190,Y
1.3535,2.5248,4.8495,6.0265,6.8695,7.6815,8.2665,1.1713,3.4960,4.6730,5.5160,6.3280,6.9130,2.3247,3.5017,4.3447,5.1567,5.7417,1.1770,2.0200,2.8320,3.4170,0.8430,1.6550,2.2400,0.8120,1.3970,0.5850,Y
2.3580,3.7909,6.4640,7.3910,7.8520,8.1920,8.5890,1.4329,4.1060,5.0330,5.4940,5.8340,6.2310,2.6731,3.6001,4.0611,4.4011,4.7981,0.9270,1.3880,1.7280,2.1250,0.4610,0.8010,1.1980,0.3400,0.7370,0.3970,Y
2.4564,3.9534,6.9015,7.8445,8.4025,9.6445,10.4865,1.4970,4.4451,5.3881,5.9461,7.1881,8.0301,2.9481,3.8911,4.4491,5.6911,6.5331,0.9430,1.5010,2.7430,3.5850,0.5580,1.8000,2.6420,1.2420,2.0840,0.8420,Y
1.1778,2.7355,6.1682,7.3002,7.7322,8.7992,9.1652,1.5578,4.9905,6.1225,6.5545,7.6215,7.9875,3.4327,4.5647,4.9967,6.0637,6.4297,1.1320,1.5640,2.6310,2.9970,0.4320,1.4990,1.8650,1.0670,1.4330,0.3660,Y
1.8654,3.2811,5.7973,6.7093,7.3063,7.8073,8.1693,1.4157,3.9319,4.8439,5.4409,5.9419,6.3039,2.5163,3.4283,4.0253,4.5263,4.8883,0.9120,1.5090,2.0100,2.3720,0.5970,1.0980,1.4600,0.5010,0.8630,0.3620,Y
1.8917,3.2045,5.5560,6.7560,7.3940,9.2940,9.5680,1.3129,3.6643,4.8643,5.5023,7.4023,7.6763,2.3515,3.5515,4.1895,6.0895,6.3635,1.2000,1.8380,3.7380,4.0120,0.6380,2.5380,2.8120,1.9000,2.1740,0.2740,Y
1.9744,3.5514,7.0832,8.2732,8.9532,9.9762,10.4632,1.5770,5.1088,6.2988,6.9788,8.0018,8.4888,3.5318,4.7218,5.4018,6.4248,6.9118,1.1900,1.8700,2.8930,3.3800,0.6800,1.7030,2.1900,1.0230,1.5100,0.4870,Y
1.7441,3.0286,5.6565,6.8645,7.5125,8.8895,9.3245,1.2845,3.9124,5.1204,5.7684,7.1454,7.5804,2.6279,3.8359,4.4839,5.8609,6.2959,1.2080,1.8560,3.2330,3.6680,0.6480,2.0250,2.4600,1.3770,1.8120,0.4350,Y
2.2489,3.6992,6.3563,7.2933,7.6173,8.5263,8.8823,1.4503,4.1073,5.0443,5.3683,6.2773,6.6333,2.6571,3.5941,3.9181,4.8271,5.1831,0.9370,1.2610,2.1700,2.5260,0.3240,1.2330,1.5890,0.9090,1.2650,0.3560,Y
1.9762,4.3405,8.8679,10.8379,11.9049,12.5629,13.2099,2.3643,6.8917,8.8617,9.9287,10.5867,11.2337,4.5274,6.4974,7.5644,8.2224,8.8694,1.9700,3.0370,3.6950,4.3420,1.0670,1.7250,2.3720,0.6580,1.3050,0.6470,Y
1.4075,2.9050,5.3209,6.3729,6.9789,7.8729,8.4559,1.4974,3.9134,4.9654,5.5714,6.4654,7.0484,2.4159,3.4680,4.0739,4.9680,5.5510,1.0520,1.6580,2.5520,3.1350,0.6060,1.5000,2.0830,0.8940,1.4770,0.5830,Y
1.2270,2.7050,5.5242,6.2272,6.6362,7.5812,7.7092,1.4779,4.2972,5.0002,5.4092,6.3542,6.4822,2.8193,3.5223,3.9313,4.8763,5.0043,0.7030,1.1120,2.0570,2.1850,0.4090,1.3540,1.4820,0.9450,1.0730,0.1280,Y
